id,store_name,domain,store_type,city,state,official_website,guessed_email,evidence_url,contact_form_url,product_fit,mx_status,manual_found_email,manual_email_source_url,manual_email_source_type,manual_decision,manual_note,manual_verified_by,manual_verified_at
234,The Collective,collectiveorlando.com,board game store / lounge,Orlando,FL,https://www.collectiveorlando.com/,info@collectiveorlando.com,https://www.collectiveorlando.com/,,card_games,no_mx,,,,,,,
118,The Curio Shoppe & Wizardry Store,curioshoppealexandria.com,gift / game store,Alexandria,VA,https://www.curioshoppealexandria.com/,hello@curioshoppealexandria.com,https://www.curioshoppealexandria.com/,,both,no_mx,,,,,,,
127,The Game Keep,thegamekeep.com,board game store,Nashville,TN,https://www.thegamekeep.com/,info@thegamekeep.com,https://www.thegamekeep.com/,,card_games,no_mx,,,,,,,
287,The Game Room,gameroompa.com,board game store,Palo Alto,CA,https://www.gameroompa.com/,info@gameroompa.com,https://www.gameroompa.com/,,card_games,no_mx,,,,,,,
299,The Gameroom,gameroomclt.com,board game store,Charlotte,NC,https://www.gameroomclt.com/,info@gameroomclt.com,https://www.gameroomclt.com/,,card_games,no_mx,,,,,,,
105,The Games People Play,gamespeopleplaycambridge.com,board game store,Cambridge,MA,https://www.gamespeopleplaycambridge.com/,info@gamespeopleplaycambridge.com,https://www.gamespeopleplaycambridge.com/,,card_games,no_mx,,,,,,,
266,The Gaming Pit,thegamingpit.com,board game store,Buford,GA,https://www.thegamingpit.com/,info@thegamingpit.com,https://www.thegamingpit.com/,,card_games,no_mx,,,,,,,
292,The Learning Tree,learningtreeoakland.com,educational toy store,Oakland,CA,https://www.learningtreeoakland.com/,info@learningtreeoakland.com,https://www.learningtreeoakland.com/,,both,no_mx,,,,,,,
163,The Rook Game Room,therooknola.com,board game store / bar,New Orleans,LA,https://www.therooknola.com/,info@therooknola.com,https://www.therooknola.com/,,card_games,no_mx,,,,,,,
251,The Toy Box,toyboxbrookline.com,independent toy store,Brookline,MA,https://www.toyboxbrookline.com/,info@toyboxbrookline.com,https://www.toyboxbrookline.com/,,both,no_mx,,,,,,,
207,Therapy Stores,therapystores.com,toy / gift store,San Francisco,CA,https://www.therapystores.com/,info@therapystores.com,https://www.therapystores.com/,,both,no_mx,,,,,,,
87,Things From Another World,tfaw.com,comic / game store,Portland,OR,https://www.tfaw.com/,info@tfaw.com,https://www.tfaw.com/,,card_games,no_mx,,,,,,,
153,Third Planet Comics & Games,thirdplanet.com,comic / game store,Houston,TX,https://www.thirdplanet.com/,info@thirdplanet.com,https://www.thirdplanet.com/,,card_games,no_mx,,,,,,,
171,Tiki Tiki Board Games,tikitikiboardgames.com,board game store,Philadelphia,PA,https://www.tikitikiboardgames.com/,hello@tikitikiboardgames.com,https://www.tikitikiboardgames.com/,,card_games,no_mx,,,,,,,
108,Timbuk Toys,timbuktoys.com,independent toy store chain,Denver,CO,https://timbuktoys.com/,info@timbuktoys.com,https://timbuktoys.com/,,both,no_mx,,,,,,,
89,Time Vault Games,timevaultgames.com,board game store,Portland,OR,https://www.timevaultgames.com/,info@timevaultgames.com,https://www.timevaultgames.com/,,card_games,no_mx,,,,,,,
125,Titan Comics & Games,titancomicsga.com,comic / game store,Atlanta,GA,https://www.titancomicsga.com/,info@titancomicsga.com,https://www.titancomicsga.com/,,card_games,no_mx,,,,,,,
240,Top Deck Games,topdecktucson.com,board game store,Tucson,AZ,https://www.topdecktucson.com/,info@topdecktucson.com,https://www.topdecktucson.com/,,card_games,no_mx,,,,,,,
285,Top Ten Toys,toptentoys.com,independent toy store,Seattle,WA,https://www.toptentoys.com/,info@toptentoys.com,https://www.toptentoys.com/,,both,no_mx,,,,,,,
264,Toy Chest,thetoychestnc.com,independent toy store,Hillsborough,NC,https://www.thetoychestnc.com/,info@thetoychestnc.com,https://www.thetoychestnc.com/,,both,no_mx,,,,,,,
218,Toy Garden,toygarden.com,independent toy store,Seattle,WA,https://www.toygarden.com/,info@toygarden.com,https://www.toygarden.com/,,both,no_mx,,,,,,,
79,Toy Joy,toyjoy.com,independent toy store,Austin,TX,https://www.toyjoy.com/,info@toyjoy.com,https://www.toyjoy.com/,,both,no_mx,,,,,,,
70,Toy Lab,toylabchicago.com,independent toy store,Chicago,IL,https://www.toylabchicago.com/,hello@toylabchicago.com,https://www.toylabchicago.com/,,both,no_mx,,,,,,,
203,Toy Mandala,toymandala.com,independent toy store,Los Angeles,CA,https://www.toymandala.com/,hello@toymandala.com,https://www.toymandala.com/,,both,no_mx,,,,,,,
298,Toy Sense,toysenseatl.com,independent toy store,Atlanta,GA,https://www.toysenseatl.com/,info@toysenseatl.com,https://www.toysenseatl.com/,,both,no_mx,,,,,,,
177,Treasure Coast Toys,treasurecoasttoys.com,independent toy store,Vero Beach,FL,https://www.treasurecoasttoys.com/,info@treasurecoasttoys.com,https://www.treasurecoasttoys.com/,,both,no_mx,,,,,,,
247,Turn Zero Games,turnzerogames.com,board game store,Los Angeles,CA,https://www.turnzerogames.com/,info@turnzerogames.com,https://www.turnzerogames.com/,,card_games,no_mx,,,,,,,
24,Turtle Creek Puzzles,comcast.net,puzzle / gift store,Charleston,SC,https://puzzleboxguy.com/,weekapal@comcast.net,https://puzzleboxguy.com/,,puzzles,no_mx,,,,,,,
121,Uncle Bob's Hobbies,unclebobshobbies.com,board game store,Raleigh,NC,https://www.unclebobshobbies.com/,info@unclebobshobbies.com,https://www.unclebobshobbies.com/,,card_games,no_mx,,,,,,,
219,Uncle's Games,unclesgames.com,board game store,Bellevue,WA,https://www.unclesgames.com/,info@unclesgames.com,https://www.unclesgames.com/,,card_games,no_mx,,,,,,,
176,Unreal City Comics,unrealcitycomics.com,comic / game store,Miami,FL,https://www.unrealcitycomics.com/,info@unrealcitycomics.com,https://www.unrealcitycomics.com/,,card_games,no_mx,,,,,,,
117,Victory Comics,victorycomics.com,comic / game store,Falls Church,VA,https://www.victorycomics.com/,info@victorycomics.com,https://www.victorycomics.com/,,card_games,no_mx,,,,,,,
272,Villainous Lair,villainouslair.com,board game store,Fort Myers,FL,https://www.villainouslair.com/,info@villainouslair.com,https://www.villainouslair.com/,,card_games,no_mx,,,,,,,
134,Warhammer Madison,warhammermadison.com,board game / hobby store,Madison,WI,https://www.warhammermadison.com/,info@warhammermadison.com,https://www.warhammermadison.com/,,card_games,no_mx,,,,,,,
273,Wildcat Toys,wildcattoys.com,independent toy store,Boulder,CO,https://www.wildcattoys.com/,info@wildcattoys.com,https://www.wildcattoys.com/,,both,no_mx,,,,,,,
300,Wonderment Toys,wondermenttoys.com,independent toy store,Madison,WI,https://www.wondermenttoys.com/,info@wondermenttoys.com,https://www.wondermenttoys.com/,,both,no_mx,,,,,,,
229,Y2Komics,y2komics.com,comic / game store,Dallas,TX,https://www.y2komics.com/,info@y2komics.com,https://www.y2komics.com/,,card_games,no_mx,,,,,,,
191,Yellowstone Forever Gift Shop,yellowstoneforever.org,national park gift shop,Yellowstone,WY,https://www.yellowstoneforever.org/,store@yellowstoneforever.org,https://www.yellowstoneforever.org/,,both,no_mx,,,,,,,
217,Zulu's Board Game Cafe,zuluscafe.com,board game store / cafe,Seattle,WA,https://www.zuluscafe.com/,info@zuluscafe.com,https://www.zuluscafe.com/,,card_games,no_mx,,,,,,,
